root_cnpj,cnpj_est,name,date_start,situation,situationDate,state,porte,activity
03744671,03744671000155,OSVALDO EDMUNDO FILHO,2000-04-05,Suspensa,2009-01-02,MG,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03744805,03744805000138,FRANCO SILVEIRA SERVICOS MEDICOS S/C,2000-04-04,Suspensa,2001-01-31,BA,DEMAIS,Atividade médica ambulatorial restrita a consultas
03744821,03744821000120,CLINIPED SERVICOS MEDICOS S/C,2000-04-10,Suspensa,2001-01-31,BA,DEMAIS,Atividade médica ambulatorial restrita a consultas
03744839,03744839000122,MEDVITA SERVICOS MEDICOS S/C,2000-04-10,Suspensa,2001-05-03,BA,DEMAIS,Atividade médica ambulatorial restrita a consultas
03744861,03744861000172,CLIMOT - CLINICA MEDICA EM ORTOPEDIA E TRAUMATOLOGIA S/C,2000-04-10,Suspensa,2001-05-03,BA,DEMAIS,Atividade médica ambulatorial restrita a consultas
03744886,03744886000176,NEOSERV SERVICOS MEDICOS S/C,2000-04-04,Suspensa,2001-01-31,BA,DEMAIS,Atividade médica ambulatorial restrita a consultas
03744891,03744891000189,SILVA & SILVA SERVICOS MEDICOS S/C,2000-04-04,Suspensa,2001-01-31,BA,DEMAIS,Atividade médica ambulatorial restrita a consultas
03744902,03744902000120,BRUNO CONTE TRANSPORTES LTDA,2000-04-06,Suspensa,2010-07-15,SC,MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
03744960,03744960000154,CEILA DAMASCENO DA COSTA,2000-04-07,Suspensa,2014-07-21,MG,MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática
03745166,03745166000125,ANTONIA GONCALVES DE CARVALHO,2000-04-11,Suspensa,2011-09-01,CE,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03745498,03745498000100,W A CALDAS ZAWADZKI,2000-04-07,Suspensa,2000-08-01,PR,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03745789,03745789000106,MARIA CANDIDA RODRIGUES COTIA,2000-04-07,Suspensa,2015-01-26,SP,MICRO EMPRESA,Padaria e confeitaria com predominância de revenda
03745887,03745887000135,CAMPOS E BRAZ LTDA,2000-03-22,Suspensa,2019-07-04,BA,MICRO EMPRESA,Comércio varejista de calçados
03745898,03745898000115,CLINICA LABANCA SERVICOS MEDICOS S/C LTDA,2000-03-29,Suspensa,2007-02-28,RJ,DEMAIS,Atividade médica ambulatorial restrita a consultas
03745978,03745978000170,JOAO VAZ DE OLIVEIRA,2000-03-30,Suspensa,2006-10-25,MT,DEMAIS,Edição integrada à impressão de jornais diários
03745988,03745988000106,ARROZ IOCHU COMERCIAL LTDA,2000-03-30,Suspensa,2007-12-14,SP,MICRO EMPRESA,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
03746152,03746152000126,QUALITY AMBIENTAL CONSULTORIA LTDA,2000-03-30,Suspensa,2020-03-12,DF,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03746297,03746297000127,DROGARIA 2.000 LTDA,2000-02-17,Suspensa,2015-01-26,SP,MICRO EMPRESA,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
03746528,03746528000100,MARIA JOSINEIDE BISPO DOS SANTOS,2000-04-07,Suspensa,2015-06-24,RJ,MICRO EMPRESA,"Cabeleireiros, manicure e pedicure"
03746541,03746541000151,CICERO ANDRE DA SILVA JABOTICABAL,2000-03-29,Suspensa,2011-07-20,SP,DEMAIS,Fabricação de embalagens de material plástico
03746987,03746987000186,CCM - CENTRAL DE COMPRAS MEDICAS LTDA,2000-04-12,Suspensa,2006-04-04,SP,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03747127,03747127000167,EUMED SERVICOS MEDICOS LTDA,2000-04-11,Suspensa,2013-06-21,RJ,MICRO EMPRESA,Atividade médica ambulatorial restrita a consultas
03747138,03747138000147,ANDRESON ANDRADE DA SILVA,2000-04-11,Suspensa,2015-01-26,BA,MICRO EMPRESA,Comércio varejista de ferragens e ferramentas
03747142,03747142000105,PANELA MINEIRA DE BARBACENA LTDA,2000-03-31,Suspensa,2010-05-04,MG,MICRO EMPRESA,Restaurantes e similares
03747444,03747444000183,PA & MH PRODUTOS NATURAIS LTDA,2000-04-07,Suspensa,2015-01-18,MG,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03747515,03747515000148,HIDROSANNE REPRESENTACOES E SERVICOS LTDA,2000-04-05,Suspensa,2020-09-12,MG,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03747744,03747744000162,CLINICA DR. RONALD DE SA PEREIRA S/S LIMITADA,2000-04-03,Suspensa,2013-03-20,RJ,MICRO EMPRESA,Atividade médica ambulatorial restrita a consultas
03747914,03747914000109,L.. SCHINDLER DE OLIVEIRA,2000-04-10,Suspensa,2012-10-30,MT,MICRO EMPRESA,Comércio varejista especializado de instrumentos musicais e acessórios
03748077,03748077000132,UHESC S.A.,2000-03-01,Suspensa,2006-04-27,RJ,DEMAIS,Holdings de instituições não financeiras
03748080,03748080000156,SULASPAR - INVESTIMENTOS E PARTICIPACOES S.A.,2000-04-06,Suspensa,2007-02-28,RJ,DEMAIS,Holdings de instituições não financeiras
03748108,03748108000155,MAURO DE MIRANDA,2000-04-13,Suspensa,2014-03-31,SP,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03748205,03748205000148,JOSE ARNALDO DA SILVA,2000-04-05,Suspensa,2013-04-16,PE,DEMAIS,Atividades de condicionamento físico
03748281,03748281000153,C. V. MOTTA & CIA.LTDA,2000-04-06,Suspensa,2007-01-25,RS,MICRO EMPRESA,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos"
03748451,03748451000108,COLLECTIONS DES MUSEES LTDA,2000-03-03,Suspensa,2017-05-23,MG,MICRO EMPRESA,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica"
03748642,03748642000161,MARIA DE FATIMA DOS REIS - JANDIRA,2000-04-06,Suspensa,2013-01-14,SP,DEMAIS,"Comércio varejista de doces, balas, bombons e semelhantes"
03748782,03748782000130,LOPES & SIMOES LOPES ADVOGADOS,2000-04-12,Suspensa,2006-12-19,RJ,DEMAIS,Serviços advocatícios
03748865,03748865000129,ROLIMPESCA - IND. E COM. DE PESCADOS LTDA,2000-04-05,Suspensa,2012-04-09,RO,MICRO EMPRESA,"Fabricação de conservas de peixes, crustáceos e moluscos"
03748925,03748925000103,LAS VEGAS CONFECCOES E CALCADOS LTDA,2000-03-23,Suspensa,2015-12-10,DF,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03748942,03748942000140,JOY ENGENHARIA LTDA,2000-04-10,Suspensa,2019-12-18,RO,EMPRESA DE PEQUENO PORTE,Construção de edifícios
03749148,03749148000111,CARLA BAPTISTELLA STEFANELLO,2000-04-04,Suspensa,2013-12-10,SC,MICRO EMPRESA,Atividades de fisioterapia
03749172,03749172000150,MGR PROJETOS E MODELOS 3D LTDA,2000-04-11,Suspensa,2016-12-31,RJ,EMPRESA DE PEQUENO PORTE,Serviços de engenharia
03749297,03749297000180,SILMAR BATISTA CAMARGOS,2000-04-10,Suspensa,2016-06-30,MG,MICRO EMPRESA,Fabricação de produtos cerâmicos não refratários não especificados anteriormente
03749349,03749349000119,FUY MOTOS EXPRESS S/C LTDA,2000-03-27,Suspensa,2016-03-14,SP,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03749428,03749428000120,CLEUZA CONDE LOPES,2000-02-16,Suspensa,2013-08-07,RS,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03749440,03749440000134,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA - OURILANDIA DO NORTE - PA - MUNICIPAL,2000-04-11,Suspensa,2020-09-22,PA,DEMAIS,Atividades de organizações políticas
03749492,03749492000100,COMERCIAL D'ORO LTDA,2000-03-23,Suspensa,2010-03-10,SP,MICRO EMPRESA,"Comércio varejista de suvenires, bijuterias e artesanatos"
03749848,03749848000106,BERNARDI CALCADOS E ELETRODOMESTICOS LTDA,2000-04-10,Suspensa,2008-10-01,ES,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03750214,03750214000173,ANTONIO CARLOS SOUSA DE VASCONCELLOS,2000-04-03,Suspensa,2016-12-27,RS,MICRO EMPRESA,Comércio varejista de equipamentos para escritório
03750253,03750253000170,PARTIDO LIBERAL,2000-02-25,Suspensa,2013-03-25,SP,DEMAIS,Atividades de organizações políticas
03750392,03750392000102,JADER FREIRE SOBRAL FILHO,2000-04-12,Suspensa,2006-02-15,PB,DEMAIS,Atividade médica ambulatorial restrita a consultas
03750540,03750540000180,CHACON DESENHOS E SERVIOS LTDA,2000-04-13,Suspensa,2006-10-31,MG,MICRO EMPRESA,"Serviços de cartografia, topografia e geodésia"
03750843,03750843000101,COFFEE AND CAKE COMERCIO DE ALIMENTOS LTDA,2000-04-10,Suspensa,2015-11-19,RJ,DEMAIS,"Comércio varejista de doces, balas, bombons e semelhantes"
03750887,03750887000123,ALEXANDRE ROBERTO NAVARRO,2000-04-11,Suspensa,2008-04-11,SP,MICRO EMPRESA,Comércio varejista de móveis
03750954,03750954000100,SOS PRESTACOES DE SERVICOS LTDA,2000-04-11,Suspensa,2011-03-23,BA,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03751205,03751205000105,GMC-II CONFECCOES LTDA,2000-04-13,Suspensa,2013-07-10,SP,MICRO EMPRESA,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida"
03751291,03751291000148,JOAO C. DE ARAUJO & CIA LTDA,2000-04-12,Suspensa,2005-06-24,PR,MICRO EMPRESA,"Atividades relacionadas a esgoto, exceto a gestão de redes"
03751348,03751348000109,M. DE LURDES LIMA DA SILVA,2000-04-03,Suspensa,2006-10-06,RO,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03751504,03751504000131,FABRICIO DOS SANTOS FERNANDES,2000-04-06,Suspensa,2015-01-18,MG,MICRO EMPRESA,Restaurantes e similares
03751511,03751511000133,SKATE PLUS COMERCIO DE ARTIGOS ESPORTIVOS EIRELI,2000-04-04,Suspensa,2019-11-29,SP,MICRO EMPRESA,Comércio varejista de artigos esportivos
03751517,03751517000100,MISTURA COMERCIO DE ALIMENTOS LTDA,2000-04-10,Suspensa,2007-04-25,AL,DEMAIS,Comércio varejista de carnes - açougues
03751634,03751634000174,ANA HORTENCIA PASSOS DE LIMA,2000-04-11,Suspensa,2015-01-26,AL,MICRO EMPRESA,Comércio varejista de gás liqüefeito de petróleo (GLP)
03751838,03751838000105,TOTOGNO SERVICOS ESPECIAIS S/C LTDA,2000-04-07,Suspensa,2009-02-16,MG,MICRO EMPRESA,Outras atividades de serviços pessoais não especificadas anteriormente
03751930,03751930000175,GILDASIO ANANIAS CASTRO,1976-11-09,Suspensa,2011-12-06,MT,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados"
03751935,03751935000106,TURMA TRELOSA LTDA,2000-04-13,Suspensa,2003-04-09,PE,DEMAIS,Comércio varejista de artigos do vestuário e acessórios
03752127,03752127000155,BAR E RESTAURANTE TIA ELCY LTDA,2000-04-13,Suspensa,2013-12-15,MG,MICRO EMPRESA,Restaurantes e similares
03752352,03752352000191,RODRIGUES & PASTORIO LTDA,2000-04-04,Suspensa,2011-06-14,RS,MICRO EMPRESA,Comércio varejista de laticínios e frios
03752411,03752411000121,ORGANIZACAO GOMES BRANDAO LTDA,2000-04-12,Suspensa,2009-01-16,MG,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03752465,03752465000197,HELIO AMAURI DA SILVA,2000-04-10,Suspensa,2019-06-05,MG,MICRO EMPRESA,Padaria e confeitaria com predominância de revenda
03752485,03752485000168,GHIARE CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA,2000-04-13,Suspensa,2008-09-10,RS,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03752585,03752585000194,ELVIRA ROSA DA CONCEICAO SILVA,2000-04-10,Suspensa,2015-01-18,MG,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03752772,03752772000178,BL COMUNICACAO E TREINAMENTO,2000-04-06,Suspensa,2015-02-13,RJ,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03753225,03753225000107,PEDRO ARCANJO DA SILVA,1977-01-15,Suspensa,2006-04-13,MT,MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares"
03753261,03753261000170,ODY'MAX - CONFECCOES LTDA,2000-04-13,Suspensa,2012-02-14,PR,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03753415,03753415000124,LORIVALDO MACHADO DE SOUSA,1977-01-15,Suspensa,2007-11-30,MT,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados"
03753641,03753641000105,ITIBERE SOCCAL BRITO & CIA.LTDA,2000-04-04,Suspensa,2007-01-29,RS,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03753762,03753762000157,HCRT TELECOMUNICACOES LTDA,2000-03-28,Suspensa,2009-12-01,RJ,MICRO EMPRESA,Comércio varejista de artigos de papelaria
03753795,03753795000105,DELFINO MARTINS COUTO DE ALMEIDA,1977-01-25,Suspensa,2007-11-20,MT,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados"
03753852,03753852000148,ABRAAO MARTINS BARBOSA,1977-01-26,Suspensa,2009-07-31,MT,MICRO EMPRESA,Comércio varejista de artigos de óptica
03754037,03754037000101,ROBERTO DOS SANTOS SILVA - GAS,2000-04-07,Suspensa,2015-01-26,AL,MICRO EMPRESA,Comércio varejista de gás liqüefeito de petróleo (GLP)
03754124,03754124000150,JUAREZ TOLEDO PIZZA,1977-02-03,Suspensa,2004-12-15,MT,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados"
03754172,03754172000149,SANDRA REGINA SANTANA DO NASCIMENTO RESTAURANTE,2000-04-05,Suspensa,2012-10-29,SP,DEMAIS,Restaurantes e similares
03754513,03754513000186,CLINICA FRAGOSO LTDA S/C,2000-03-01,Suspensa,2003-12-30,RJ,DEMAIS,Atividades de atenção ambulatorial não especificadas anteriormente
03754841,03754841000182,YAN MARTIN LINS ORELLANA,2000-04-14,Suspensa,2015-01-18,MG,MICRO EMPRESA,Comércio atacadista de mármores e granitos
03754939,03754939000130,FRANCISCO ANTONIO DE OLIVEIRA BAR,2000-04-13,Suspensa,2009-01-05,MG,MICRO EMPRESA,Restaurantes e similares
03755096,03755096000196,VALQUIRIA APARECIDA GIMENES,2000-04-14,Suspensa,2015-01-18,SP,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03755219,03755219000199,MILENIUM CENTER REPRESENTACOES LTDA,2000-04-06,Suspensa,2015-01-18,BA,MICRO EMPRESA,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves"
03755304,03755304000157,RP EMPREITEIRA DE MAO DE OBRA LTDA,2000-04-11,Suspensa,2007-10-04,SC,DEMAIS,Obras de alvenaria
03755467,03755467000130,ISILDA MARIA RODRIGUES AVARE,2000-04-10,Suspensa,2009-11-11,SP,MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares"
03755526,03755526000170,LIA GOMES PEREIRA,2000-03-20,Suspensa,2005-10-05,BA,DEMAIS,Agências de viagens
03755812,03755812000135,MARCELO LUIZ SCHNAIDER,2000-04-05,Suspensa,2016-05-24,SC,DEMAIS,Fabricação de artefatos têxteis para uso doméstico
03755839,03755839000128,MARINA Y.BABA & CIA. LTDA,2000-04-14,Suspensa,2015-01-18,MG,MICRO EMPRESA,Comércio varejista de artigos de papelaria
03756001,03756001000159,A & U ARQUITETURA E URBANISMO LTDA,2000-04-13,Suspensa,2013-01-10,MG,MICRO EMPRESA,Serviços de arquitetura
03756176,03756176000166,EMPORIO DOCE LAR LTDA,2000-04-10,Suspensa,2009-03-31,MT,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03756254,03756254000122,SUNFRESH CONFECCOES LTDA,2000-04-12,Suspensa,2011-07-01,RJ,MICRO EMPRESA,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
03756601,03756601000117,JILVANIA DOS SANTOS BATISTA,2000-04-14,Suspensa,2015-01-18,AL,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03756639,03756639000190,POSTO RAMIL LTDA,2000-04-11,Suspensa,2010-08-17,MG,DEMAIS,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos"
03756645,03756645000147,AMERICA GLOBAL CORRETORA DE SEGUROS LTDA,2000-04-06,Suspensa,2013-11-21,SP,DEMAIS,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde"
03756858,03756858000179,WORLD MOLD TOOLS LTDA,2000-04-11,Suspensa,2015-01-26,SP,MICRO EMPRESA,Fabricação de outros produtos de metal não especificados anteriormente
03756880,03756880000119,S.N. IRMAOS LTDA,2000-04-11,Suspensa,2015-01-18,MG,DEMAIS,Ensino de esportes
03756910,03756910000197,MARIA DAS GRACAS GONCALVES MOREIRA,2000-04-13,Suspensa,2012-08-03,CE,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03757186,03757186000116,MENEGALI INFORMATICA LTDA,2000-04-13,Suspensa,2011-05-13,PR,MICRO EMPRESA,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente
03757656,03757656000141,ANJOS - BIJOUTERIAS LTDA,2000-04-14,Suspensa,2007-10-03,GO,MICRO EMPRESA,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
03757935,03757935000105,ANTONIO VERONEZI PINHALZINHO,2000-04-05,Suspensa,2006-05-11,SP,DEMAIS,Comércio varejista de materiais de construção não especificados anteriormente
03757947,03757947000130,T. DE J. NUNES,2000-04-11,Suspensa,2009-02-17,RN,MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para veículos automotores
03757987,03757987000181,CARLOS SALVADOR RICCI FILMES,2000-04-12,Suspensa,2010-08-20,SP,MICRO EMPRESA,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente"
03758337,03758337000150,ANOS LUZ MODAS LTDA,2000-04-17,Suspensa,2016-07-15,MG,MICRO EMPRESA,Confecção de roupas íntimas
03758480,03758480000142,IVAN MIRANDA MEDEIROS,2000-04-11,Suspensa,2008-03-03,RS,MICRO EMPRESA,Casas lotéricas
03758607,03758607000123,ESSE REPRESENTACOES S/C LTDA,2000-04-12,Suspensa,2008-12-01,SP,MICRO EMPRESA,Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente
03758665,03758665000157,JMV INFORMATICA LTDA,2000-03-01,Suspensa,2010-06-24,RJ,MICRO EMPRESA,Desenvolvimento e licenciamento de programas de computador não customizáveis
03758797,03758797000189,MARCOS ROBERTO ANDRADE SOUZA BAURU,2000-04-18,Suspensa,2012-08-17,SP,MICRO EMPRESA,"Comércio atacadista de lustres, luminárias e abajures"
03758907,03758907000102,PARTIDO SOCIAL DEMOCRATICO,1999-09-26,Suspensa,2007-11-28,MG,DEMAIS,Atividades de organizações políticas
03759068,03759068000147,NOVA GERACAO PRESTADORA DE SERVICOS LTDA,2000-04-13,Suspensa,2013-05-13,PR,MICRO EMPRESA,Construção de edifícios
03759459,03759459000161,DJALMA LIMA DE FRANCA,2000-03-17,Suspensa,2008-11-13,AL,MICRO EMPRESA,Comércio varejista de bicicletas e triciclos; peças e acessórios
03759801,03759801000123,MARCIO TADACHI COMERCIO DE MOTO E PCAS LTDA,2000-04-06,Suspensa,2019-07-19,SP,MICRO EMPRESA,Comércio a varejo de motocicletas e motonetas novas
03759825,03759825000182,MACROMED REMED LTDA,2000-04-14,Suspensa,2002-10-09,PE,DEMAIS,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
03760001,03760001000122,VALDINEIA FOGACA DE CARVALHO SILVA ITAPEVA,2000-04-18,Suspensa,2011-04-26,SP,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03760100,03760100000104,CLAUDILENE FERREIRA LEITE,2000-04-16,Suspensa,2015-01-18,MA,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03760317,03760317000114,LEBLON 2000 MALHAS LTDA,2000-03-28,Suspensa,2010-01-21,RJ,MICRO EMPRESA,Comércio varejista de tecidos
03760433,03760433000133,RABAT EMPRESA HOTELEIRA LTDA,2000-04-10,Suspensa,2012-12-31,RJ,DEMAIS,Hotéis
03760460,03760460000106,NADJA DE ALENCAR ALMEIDA CRUZ,2000-04-12,Suspensa,2009-12-17,CE,MICRO EMPRESA,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico
03760552,03760552000196,XU MENGYING PRESENTES,2000-03-31,Suspensa,2008-10-01,SP,MICRO EMPRESA,"Comércio varejista de suvenires, bijuterias e artesanatos"
03760579,03760579000189,RRNOLD'S CONSULTING SERVICOS DE INFORMATICA S/S LTDA,2000-04-14,Suspensa,2019-11-19,SP,MICRO EMPRESA,Desenvolvimento e licenciamento de programas de computador não customizáveis
03760593,03760593000182,DAGMA RIBEIRO DE SOUZA,2000-04-17,Suspensa,2008-08-18,MG,MICRO EMPRESA,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
03760712,03760712000105,PAULO FRANK ALMEIDA CORREIA.,2000-04-14,Suspensa,2010-04-08,BA,DEMAIS,Comércio atacadista de cosméticos e produtos de perfumaria
03760921,03760921000140,USICAUCHO INDUSTRIA E COMERCIO DE BORRACHA EIRELI,2000-04-13,Suspensa,2019-09-24,MG,EMPRESA DE PEQUENO PORTE,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção"
03760969,03760969000159,MARCELO TUROSSI,2000-04-11,Suspensa,2008-12-24,PR,MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática
03760971,03760971000128,V. M. GREGORIO & CIA. LTDA,2000-04-18,Suspensa,2010-10-15,PA,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03760987,03760987000130,DIOMAZINHO COMERCIO ATACADISTA E VAREJISTA LTDA,2000-03-31,Suspensa,2009-06-02,SP,DEMAIS,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
03760994,03760994000132,SETUP ABC COMERCIO E SERVICOS DE INFORMATICA,2000-04-17,Suspensa,2015-01-26,SP,MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática
03761100,03761100000129,M LUZ SOARES,2000-04-13,Suspensa,2012-09-11,PA,MICRO EMPRESA,Hotéis
03761115,03761115000197,BETEL MODAS LTDA,2000-04-18,Suspensa,2015-01-18,MG,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03761117,03761117000186,VELASCO E FERREIRA LTDA,2000-03-21,Suspensa,2018-07-13,SP,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03761119,03761119000175,S. C. CLO SERVICOS DE SAUDE LTDA,2000-04-18,Suspensa,2008-08-08,MG,MICRO EMPRESA,Atividades de profissionais da área de saúde não especificadas anteriormente
03761142,03761142000160,WAGNER JOSE VIEIRA FRANCA,2000-04-07,Suspensa,2015-01-26,SP,MICRO EMPRESA,"Distribuição cinematográfica, de vídeo e de programas de televisão"
03761165,03761165000174,REGIANE TEIXEIRA VIEIRA METAIS,2000-02-22,Suspensa,2016-07-05,SP,MICRO EMPRESA,Comércio varejista de ferragens e ferramentas
03761175,03761175000100,GIRO CALCADOS LTDA,2000-04-18,Suspensa,2015-01-18,MG,DEMAIS,Comércio varejista de calçados
03761211,03761211000135,CAPLEXE CONSULT LTDA,2000-04-19,Suspensa,2006-11-07,RJ,DEMAIS,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica"
03761215,03761215000113,LUSTOSA COMERCIO DE GAS LTDA,2000-04-14,Suspensa,2009-11-04,BA,MICRO EMPRESA,Comércio varejista de gás liqüefeito de petróleo (GLP)
03761747,03761747000150,REALMARKET COMERCIAL E SERVICOS LTDA.,2000-03-30,Suspensa,2009-10-14,SP,DEMAIS,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente
03761966,03761966000130,DISK LA BELLA MASSA LTDA,2000-04-11,Suspensa,2010-11-19,SP,MICRO EMPRESA,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar
03762104,03762104000121,A. SEDMACH & CIA LTDA,2000-04-04,Suspensa,2011-09-20,MT,MICRO EMPRESA,"Comércio atacadista de produtos da extração mineral, exceto combustíveis"
03762132,03762132000149,ALESSANDRO RODRIGO DE LIMA GARCIA,2000-04-14,Suspensa,2014-11-19,SP,MICRO EMPRESA,Comércio varejista de hortifrutigranjeiros
03762211,03762211000150,ELIDA DE S. M. NEVACK,2000-04-14,Suspensa,2013-09-03,TO,MICRO EMPRESA,Comércio varejista de calçados
03762544,03762544000189,"RESTAURANTE, PIZZARIA E SELF SERVICE DA SAIDA LTDA",2000-04-18,Suspensa,2015-01-18,MG,MICRO EMPRESA,Restaurantes e similares
03762569,03762569000182,CENTRO MEDICO DE DIAGNOSTICO LABORATORIAL LTDA,2000-04-14,Suspensa,2011-04-06,MT,DEMAIS,Laboratórios clínicos
03762663,03762663000131,A CULTURAL INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE PRODUTOS AGROPECUARIOS LTDA,1987-08-12,Suspensa,2017-07-27,GO,DEMAIS,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente
03762705,03762705000134,CASA DE CARNE ATENDE BEM LTDA,1987-08-12,Suspensa,2017-11-28,GO,MICRO EMPRESA,Comércio varejista de carnes - açougues
03762805,03762805000160,J. C. M. CORREA,2000-04-12,Suspensa,2012-05-07,PA,MICRO EMPRESA,Comércio varejista de materiais de construção em geral
03762939,03762939000181,RICARDO C.M.BARRETO,1999-10-11,Suspensa,2013-07-11,RS,MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares"
03763333,03763333000160,"GUELL CONSULTORIA, ASSESSORIA E REPRESENTACOES LTDA",2000-04-13,Suspensa,2013-05-02,SP,MICRO EMPRESA,Consultoria em tecnologia da informação
03763543,03763543000159,M F EMPREITEIRA DE MAO DE OBRA S/C LTDA,2000-04-07,Suspensa,2017-11-09,SP,MICRO EMPRESA,Construção de edifícios
03763799,03763799000166,GABRIEL JOSE RODRIGUES BIANCHI & CIA LTDA,2000-04-14,Suspensa,2007-12-06,PR,MICRO EMPRESA,Serviços de manutenção e reparação mecânica de veículos automotores
03763848,03763848000160,MARCIA C.L. DO E. SANTO BAR,2000-04-07,Suspensa,2007-02-22,RJ,DEMAIS,Restaurantes e similares
03764280,03764280000100,LUIZ BAGGIO TONI,2000-04-19,Suspensa,2011-04-20,SP,MICRO EMPRESA,Comércio varejista especializado de equipamentos de telefonia e comunicação
03764291,03764291000182,GUILAND ADMINISTRADORA DE BENS PROPRIOS LTDA,2000-04-17,Suspensa,2008-05-30,SP,MICRO EMPRESA,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica"
